PRECINCTID20,PRES20R,PRES20L,PRES20D,SEN20R,SEN20L,SEN20D,CONG20R,CONG20L,CONG20D,STSEN20R,STSEN20D
550212,182,8,212,177,9,205,0,0,0,0,0
550213,110,1,171,104,4,163,0,0,0,0,0
550214,169,6,178,167,10,171,0,0,0,0,0
550215,255,7,296,248,12,285,0,0,0,0,0
550216,5,0,21,6,0,21,0,0,0,0,0
550217,264,7,321,267,24,292,0,0,0,0,0
550218,438,12,311,416,13,306,0,0,0,0,0
550219,216,9,210,214,14,198,0,0,0,0,0
550220,391,9,390,363,15,398,0,0,0,0,0
550221,414,12,330,408,19,315,0,0,0,0,0
550222,251,12,258,246,12,248,0,0,0,0,0
550223,168,9,196,157,14,196,0,0,0,0,0
550224,238,6,247,226,13,237,0,0,0,0,0
550225,40,0,36,35,2,38,0,0,0,0,0
550226,282,11,276,265,21,263,0,0,0,0,0
550227,247,8,212,228,18,206,0,0,0,0,0
550228,305,11,216,286,20,206,0,0,0,0,0
550229,375,7,240,360,12,237,0,0,0,0,0
550230,374,8,242,372,15,229,0,0,0,0,0
550231,268,9,191,247,17,195,0,0,0,0,0
550232,447,10,239,426,23,234,0,0,0,0,0
550233,173,6,99,165,11,91,0,0,0,0,0
550234,294,8,236,273,10,242,0,0,0,0,0
550235,200,7,298,190,15,273,0,0,0,0,0
550236,0,0,0,0,0,0,0,0,0,0,0
550237,0,0,1,0,0,1,0,0,0,0,0
550238,0,0,0,0,0,0,0,0,0,0,0
550239,259,31,577,257,28,565,0,0,0,0,0
550240,62,6,500,68,5,478,0,0,0,0,0
550241,84,7,391,88,10,386,0,0,0,0,0
550242,18,6,384,21,10,371,0,0,0,0,0
550243,34,6,513,42,5,492,0,0,0,0,0
550244,34,3,522,37,12,496,0,0,0,0,0
550245,25,7,573,39,13,547,0,0,0,0,0
550246,115,6,110,108,7,109,0,0,0,0,0
550247,193,3,275,169,22,268,0,0,0,0,0
550248,286,14,507,272,17,497,0,0,0,0,0
550249,479,20,516,480,29,489,0,0,0,0,0
550250,526,27,433,503,37,424,0,0,0,0,0
550251,695,36,613,680,46,587,0,0,0,0,0
550252,902,9,230,864,24,230,0,0,0,0,0
550253,377,9,84,360,17,84,0,0,0,0,0
550254,1125,24,272,1100,31,268,0,0,0,0,0
550255,0,0,0,0,0,0,0,0,0,0,0
550256,0,0,0,0,0,0,0,0,0,0,0
550257,55,5,76,49,4,76,0,0,0,0,0
559999,35432,1558,64978,36215,1435,63659,0,0,0,0,0
560004,60,1,59,60,1,57,67,7,49,0,0
560007,223,5,141,207,8,145,220,12,139,0,0
560008,531,12,337,518,24,323,536,35,318,0,0
560009,242,12,677,247,18,646,245,32,660,0,0
560010,185,3,57,171,4,63,183,7,54,0,0
560011,824,16,473,780,27,470,831,41,450,0,0
560013,276,2,99,259,3,110,264,13,100,0,0
560014,190,2,94,176,11,93,187,11,91,0,0
560015,530,17,232,496,21,253,523,35,223,0,0
560016,380,5,130,342,14,145,365,11,134,0,0
560018,316,7,120,272,16,141,296,18,129,0,0
560019,270,8,103,247,9,118,264,15,104,0,0
560020,1036,22,389,984,19,418,1028,33,378,0,0
560021,191,3,129,183,5,131,189,4,134,0,0
560026,572,12,183,537,13,201,580,18,170,0,0
560027,429,6,139,405,14,141,427,19,130,0,0
560029,1229,19,298,1175,34,301,1224,48,268,0,0
560031,211,0,42,198,4,47,211,1,41,0,0
560032,265,2,151,242,7,154,261,10,146,0,0
560033,295,4,124,285,9,125,293,14,120,0,0
560034,304,5,72,287,10,78,309,12,61,0,0
560035,281,7,71,264,10,83,277,18,69,0,0
560036,582,6,183,544,10,205,577,23,171,0,0
560038,246,5,54,235,4,62,239,8,59,0,0
570101,174,0,20,164,2,19,0,0,0,0,0
570102,167,5,24,165,3,22,0,0,0,0,0
570103,219,4,45,211,6,47,0,0,0,0,0
570105,697,6,179,644,17,200,0,0,0,0,0
570106,71,1,6,69,1,6,0,0,0,0,0
570107,719,23,323,673,22,357,0,0,0,0,0
570108,457,8,193,420,19,208,0,0,0,0,0
570109,735,15,170,716,20,170,0,0,0,0,0
570110,672,0,85,641,10,101,0,0,0,0,0
570111,239,5,38,234,2,38,0,0,0,0,0
570112,474,3,86,442,13,96,0,0,0,0,0
570113,40,1,14,35,4,14,0,0,0,0,0
570201,1772,46,448,1660,61,506,0,0,0,0,0
570202,231,14,1409,226,16,1394,0,0,0,0,0
570203,2315,32,496,2157,68,570,0,0,0,0,0
570204,626,11,194,573,23,214,0,0,0,0,0
570205,175,7,85,159,13,86,0,0,0,0,0
570301,403,6,181,383,9,197,0,0,0,0,0
570302,109,2,29,97,2,35,0,0,0,0,0
570303,374,5,80,354,9,84,0,0,0,0,0
570305,384,0,86,359,7,100,0,0,0,0,0
570306,448,3,79,412,7,99,0,0,0,0,0
570307,472,5,219,425,16,244,0,0,0,0,0
570308,926,20,294,885,29,310,0,0,0,0,0
570309,524,17,95,504,22,104,0,0,0,0,0
570310,124,5,878,123,5,866,0,0,0,0,0
570311,79,1,61,79,1,60,0,0,0,0,0
570312,495,12,185,466,22,189,0,0,0,0,0
580002,446,8,187,357,22,231,427,22,188,0,0
580003,502,16,241,398,28,304,491,27,241,0,0
580004,238,6,143,195,10,166,237,8,140,0,0
580005,305,9,137,243,22,158,285,27,134,0,0
580007,765,12,248,625,30,329,753,34,233,0,0
580008,197,3,64,153,16,83,172,23,64,0,0
580009,277,5,108,235,9,132,253,16,113,0,0
580011,421,13,183,348,26,219,394,29,193,0,0
580012,333,8,112,268,8,154,305,23,127,0,0
580014,704,10,201,580,25,262,647,37,222,0,0
580023,763,12,222,674,27,256,717,40,236,0,0
580025,518,8,120,476,17,138,497,22,124,0,0
580026,721,7,166,664,24,178,696,32,161,0,0
580028,1006,7,254,900,24,292,959,40,269,0,0
580031,811,6,223,698,25,280,789,30,215,0,0
580034,538,4,77,469,18,101,513,21,86,0,0
590104,542,4,125,508,11,141,0,0,0,0,0
590111,292,4,61,270,12,67,0,0,0,0,0
590112,211,4,32,194,3,45,0,0,0,0,0
590118,753,15,146,714,21,156,0,0,0,0,0
590202,839,29,386,780,34,406,0,0,0,0,0
590215,117,2,40,112,3,41,0,0,0,0,0
590217,595,7,156,557,13,166,0,0,0,0,0
590307,971,20,233,927,28,243,0,0,0,0,0
590309,241,8,48,227,9,50,0,0,0,0,0
590314,706,10,136,648,32,144,0,0,0,0,0
600001,186,16,160,175,17,165,0,0,0,0,0
600002,523,36,441,489,48,433,0,0,0,0,0
600003,284,12,228,272,12,228,0,0,0,0,0
600004,591,37,635,578,39,639,0,0,0,0,0
600005,212,11,172,216,9,170,0,0,0,0,0
600006,728,46,748,687,45,760,0,0,0,0,0
600007,207,23,340,188,30,341,0,0,0,0,0
600008,308,17,425,284,28,427,0,0,0,0,0
600009,683,38,729,700,34,707,0,0,0,0,0
600010,218,16,325,200,24,318,0,0,0,0,0
600011,140,8,144,140,4,149,0,0,0,0,0
600012,114,10,179,116,13,165,0,0,0,0,0
600013,778,37,668,747,40,680,0,0,0,0,0
600014,15,2,19,15,2,19,0,0,0,0,0
600015,319,34,468,313,33,464,0,0,0,0,0
600016,1324,69,1144,1331,53,1134,0,0,0,0,0
600101,699,6,193,650,25,202,0,0,0,0,0
600102,729,8,252,687,30,255,0,0,0,0,0
600103,642,15,212,590,32,231,0,0,0,0,0
600104,845,6,163,817,13,173,0,0,0,0,0
600201,754,17,211,707,24,223,0,0,0,0,0
600301,1678,39,531,1600,63,557,0,0,0,0,0
600401,1317,41,861,1290,55,857,0,0,0,0,0
600402,551,19,329,544,26,324,0,0,0,0,0
600403,537,16,248,513,26,253,0,0,0,0,0
600404,119,6,80,116,12,76,0,0,0,0,0
600405,946,24,307,914,28,323,0,0,0,0,0
600406,658,11,149,624,23,165,0,0,0,0,0
600407,820,17,267,783,26,273,0,0,0,0,0
600408,187,12,86,173,12,96,0,0,0,0,0
600409,701,24,190,655,37,203,0,0,0,0,0
610001,49,1,52,42,2,55,44,3,54,0,0
610003,405,12,204,369,25,206,397,35,191,0,0
610004,733,24,252,703,22,262,731,40,241,0,0
610005,321,14,130,306,8,140,320,17,127,0,0
610006,361,6,138,350,15,140,363,16,129,0,0
610007,371,8,141,371,13,130,378,14,130,0,0
610008,324,3,135,294,13,140,315,10,135,0,0
610011,655,15,225,616,28,231,641,43,217,0,0
610014,652,12,209,593,27,230,623,41,214,0,0
610015,67,0,82,66,2,82,71,4,78,0,0
610019,199,2,39,186,5,44,182,8,47,0,0
610020,94,0,12,87,0,14,90,1,15,0,0
610021,544,7,83,528,5,92,534,10,87,0,0
610023,127,0,16,127,0,17,126,1,16,0,0
610026,344,12,62,328,9,71,334,20,66,0,0
610027,876,10,240,837,13,261,878,32,218,0,0
610028,174,4,38,165,1,46,169,6,40,0,0
610029,222,3,60,203,7,72,221,7,57,0,0
610030,211,1,30,195,6,36,207,3,30,0,0
610031,379,4,87,360,5,94,377,8,83,0,0
610032,809,8,237,775,19,251,791,29,230,0,0
610033,293,0,79,269,8,81,283,15,74,0,0
610034,521,9,143,479,14,168,501,23,153,0,0
610035,326,4,113,296,8,126,314,11,116,0,0
610036,170,5,47,156,4,55,163,8,46,0,0
610037,681,3,98,661,12,96,660,10,109,0,0
610038,38,1,6,37,0,6,36,1,8,0,0
610039,364,5,67,357,3,69,361,4,72,0,0
610040,347,3,62,334,3,65,345,7,59,0,0
610041,541,6,159,501,17,172,538,19,151,0,0
610042,458,5,105,425,13,123,452,13,110,0,0
610043,296,2,49,283,7,53,289,7,51,0,0
610044,453,1,94,421,11,109,436,7,109,0,0
610045,6,0,2,6,0,2,6,0,2,0,0
610046,238,0,42,223,2,50,233,6,44,0,0
610047,340,5,83,325,5,90,335,6,86,0,0
610048,115,0,24,107,2,29,113,1,26,0,0
610049,463,0,79,456,2,74,452,9,74,0,0
610051,189,1,34,181,1,39,187,2,33,0,0
610052,21,0,2,19,0,3,22,0,1,0,0
610053,74,2,8,65,6,8,69,2,10,0,0
620013,612,21,404,596,20,405,0,0,0,0,0
620016,995,30,430,952,40,445,0,0,0,0,0
620022,450,23,313,440,26,303,0,0,0,0,0
620025,1004,30,392,985,36,386,0,0,0,0,0
620031,710,27,497,667,36,483,0,0,0,0,0
620051,366,5,57,356,3,64,0,0,0,0,0
620052,376,8,198,358,7,200,0,0,0,0,0
620053,916,31,443,901,25,454,0,0,0,0,0
620054,153,3,27,150,4,25,0,0,0,0,0
620055,225,4,37,216,7,37,0,0,0,0,0
620056,229,6,68,225,8,70,0,0,0,0,0
620058,696,15,234,670,24,253,0,0,0,0,0
620059,489,6,105,469,15,107,0,0,0,0,0
620060,679,10,239,634,20,251,0,0,0,0,0
620061,221,5,56,215,8,54,0,0,0,0,0
620062,514,8,158,500,13,154,0,0,0,0,0
620063,330,7,68,321,13,66,0,0,0,0,0
620064,499,7,121,490,10,126,0,0,0,0,0
620065,457,5,103,433,17,107,0,0,0,0,0
620066,503,7,113,476,14,119,0,0,0,0,0
620067,381,3,54,364,5,59,0,0,0,0,0
630001,418,9,131,404,15,137,0,0,0,0,0
630002,428,11,211,401,20,218,0,0,0,0,0
630003,598,24,427,570,35,421,0,0,0,0,0
630006,502,22,314,480,23,324,0,0,0,0,0
630007,646,24,356,598,29,388,0,0,0,0,0
630009,1120,20,411,1080,30,438,0,0,0,0,0
630011,1263,32,556,1198,41,585,0,0,0,0,0
630012,729,23,387,694,26,407,0,0,0,0,0
630013,1055,24,457,1025,16,472,0,0,0,0,0
630015,810,15,513,780,29,499,0,0,0,0,0
630018,724,23,397,682,30,402,0,0,0,0,0
630021,540,6,142,519,9,151,0,0,0,0,0
630022,1316,13,289,1256,29,308,0,0,0,0,0
630024,1332,19,315,1282,30,321,0,0,0,0,0
630025,738,21,200,690,30,229,0,0,0,0,0
630026,771,10,190,728,14,218,0,0,0,0,0
630027,700,12,168,660,19,191,0,0,0,0,0
630029,1024,25,350,966,38,364,0,0,0,0,0
630030,1359,40,465,1288,47,493,0,0,0,0,0
630031,1760,33,484,1661,52,525,0,0,0,0,0
630033,463,4,125,439,4,135,0,0,0,0,0
630037,542,5,94,512,18,96,0,0,0,0,0
630038,347,1,97,341,1,101,0,0,0,0,0
630040,338,7,62,316,8,73,0,0,0,0,0
630041,461,6,97,447,6,104,0,0,0,0,0
630042,256,2,37,240,5,46,0,0,0,0,0
640001,267,4,49,242,13,57,248,13,58,0,0
640002,683,4,143,658,16,137,664,17,146,0,0
640003,368,7,62,345,12,69,356,5,74,0,0
640004,407,4,72,391,4,79,387,14,80,0,0
640007,213,0,43,210,0,43,212,3,38,0,0
640008,158,0,28,158,2,25,159,7,20,0,0
640009,234,0,42,219,7,43,219,5,47,0,0
640010,102,1,16,100,1,15,101,2,17,0,0
640011,548,4,53,530,10,59,536,6,63,0,0
640012,105,0,12,99,1,15,101,2,14,0,0
640014,111,1,4,108,1,3,110,2,3,0,0
640015,611,7,102,583,10,116,592,8,114,0,0
640017,209,1,42,193,3,53,200,4,46,0,0
650101,163,1,9,142,1,21,0,0,0,0,0
650102,144,0,16,136,2,17,0,0,0,0,0
650103,227,8,31,213,12,36,0,0,0,0,0
650201,374,5,66,350,1,89,0,0,0,0,0
650202,95,1,9,92,1,11,0,0,0,0,0
650203,93,0,3,90,0,9,0,0,0,0,0
650301,144,0,11,127,5,16,0,0,0,0,0
650302,173,1,8,168,3,10,0,0,0,0,0
650303,216,8,15,210,4,24,0,0,0,0,0
660001,1141,40,513,1063,40,536,1134,77,478,0,0
660002,614,17,283,557,46,284,589,67,265,0,0
660003,864,28,333,820,40,349,853,72,306,0,0
660004,1100,32,436,1020,53,479,1081,76,421,0,0
660005,723,15,163,689,16,190,712,34,157,0,0
660006,742,14,226,705,27,228,0,0,0,0,0
660007,1132,20,349,1050,52,360,1107,75,324,0,0
660008,646,23,320,607,30,339,653,42,290,0,0
660009,602,10,104,582,16,112,595,31,97,0,0
660010,1467,35,475,1379,61,494,0,0,0,0,0
660011,1225,8,293,1154,26,323,1203,48,275,0,0
660012,333,6,59,306,11,66,318,21,56,0,0
660013,856,9,219,793,30,233,854,32,202,0,0
660014,762,15,256,733,17,270,775,29,229,0,0
660015,1113,21,308,1048,35,325,1100,56,294,0,0
660017,620,6,170,586,16,171,616,22,153,0,0
660018,1194,18,288,1135,48,295,1179,51,272,0,0
660019,718,17,136,673,22,158,709,32,135,0,0
660020,1379,28,420,1293,46,453,1367,69,403,0,0
660021,573,3,113,557,11,111,0,0,0,0,0
660022,1112,10,218,1048,28,236,1098,42,202,0,0
660023,1644,17,364,1523,40,422,1608,75,343,0,0
660024,562,10,111,527,16,124,558,22,103,0,0
660025,207,2,68,205,2,66,0,0,0,0,0
660026,1487,22,271,1429,31,305,1485,50,254,1498,281
660027,670,16,147,634,23,169,659,36,143,700,135
660029,613,14,155,574,32,160,594,45,146,0,0
660030,2067,31,514,1992,59,526,2055,76,462,0,0
660031,1424,41,532,1345,63,553,0,0,0,0,0
660032,732,18,172,698,13,191,728,28,166,0,0
660033,414,3,113,399,12,119,414,16,103,0,0
660110,875,18,269,813,41,292,864,50,251,0,0
660116,781,14,150,728,25,169,766,39,141,0,0
660120,918,14,191,877,22,211,890,46,185,0,0
660128,670,7,161,626,14,177,655,24,158,0,0
660130,2051,53,689,1941,70,730,0,0,0,0,0
670010,612,11,305,577,14,317,0,0,0,0,0
670012,101,2,22,96,2,29,0,0,0,0,0
670014,741,10,199,702,17,214,0,0,0,0,0
670015,349,9,76,336,8,81,0,0,0,0,0
670020,612,4,141,584,6,155,0,0,0,0,0
670022,562,17,226,532,16,249,0,0,0,0,0
670023,655,16,268,620,13,295,0,0,0,0,0
670024,464,5,122,433,8,135,0,0,0,0,0
670025,110,2,32,106,1,34,0,0,0,0,0
670030,198,2,54,195,3,52,0,0,0,0,0
670032,494,8,171,481,10,179,0,0,0,0,0
670033,86,1,21,78,1,25,0,0,0,0,0
670034,627,15,401,596,22,415,0,0,0,0,0
670035,400,7,112,390,12,114,0,0,0,0,0
680101,831,8,187,792,11,197,811,15,192,0,0
680102,476,5,127,444,10,144,465,14,131,0,0
680103,754,10,172,709,14,200,722,18,196,0,0
680104,722,14,110,690,15,125,705,18,119,0,0
680105,702,14,203,674,19,214,688,25,207,0,0
680106,594,4,96,559,10,114,577,13,101,0,0
